dataset,id,kind,name,L1,L2,L3,L4,absent,sent_indices
data_source_3,AirTravel,rel_endpoint,Employee-(inheritance)->FlightAttendant,False,False,False,False,True,
data_source_3,AirTravel,rel_endpoint,Employee-(inheritance)->FlightAttendant (tgt),True,True,True,True,False,1;2;4;12;13;15;19
data_source_3,AirTravel,rel_endpoint,Employee-(inheritance)->Pilot,False,False,False,False,True,
data_source_3,AirTravel,rel_endpoint,Employee-(inheritance)->Pilot (tgt),True,True,True,True,False,16
data_source_3,AirTravel,rel_endpoint,Airplane-(inheritance)->PassengerPlane,False,False,False,False,True,
data_source_3,AirTravel,rel_endpoint,Airplane-(inheritance)->PassengerPlane (tgt),True,True,True,True,False,3;6;8
data_source_3,AirTravel,rel_endpoint,PassengerPlane-(composition)->SeatCategory,True,True,True,True,False,3;6;8
data_source_3,AirTravel,rel_endpoint,PassengerPlane-(composition)->SeatCategory (tgt),True,True,True,True,False,8;9;10
data_source_3,AirTravel,rel_endpoint,SeatCategory-(association)->Ticket,True,True,True,True,False,8;9;10
data_source_3,AirTravel,rel_endpoint,SeatCategory-(association)->Ticket (tgt),True,True,True,True,False,4;10
data_source_3,AlphaInsurance,class,Customer,True,True,True,True,False,1;2;3;4;5;7;13
data_source_3,AlphaInsurance,class,InsurancePolicy,True,True,True,True,False,0;1;3;4;6
data_source_3,AlphaInsurance,class,Contract,True,True,True,True,False,2;4;5;6
data_source_3,AlphaInsurance,class,Invoice,False,True,False,True,False,
data_source_3,AlphaInsurance,class,Broker,True,True,True,True,False,1;2;3
data_source_3,AlphaInsurance,class,Claim,True,True,True,True,False,7;8;11
data_source_3,AlphaInsurance,class,ClaimCase,True,True,True,True,False,3;7;8;9;10;11;12
data_source_3,AlphaInsurance,class,Report,False,True,False,True,False,
data_source_3,AlphaInsurance,class,Estimator,False,True,False,True,False,
data_source_3,AlphaInsurance,class,CompensationPayment,True,True,True,True,False,7;12;13;14
data_source_3,AlphaInsurance,attribute,Customer.Name,False,False,False,True,False,
data_source_3,AlphaInsurance,attribute,Customer.email,True,True,True,True,False,4
data_source_3,AlphaInsurance,attribute,InsurancePolicy.Type,True,True,True,True,False,3
data_source_3,AlphaInsurance,attribute,InsurancePolicy.MonthlyPrice,True,True,True,True,False,6
data_source_3,AlphaInsurance,attribute,InsurancePolicy.YearlyPrice,True,True,True,True,False,6
data_source_3,AlphaInsurance,attribute,Contract.Status,False,False,False,False,True,
data_source_3,AlphaInsurance,attribute,Contract.InvoiceFrequency,False,True,False,True,False,
data_source_3,AlphaInsurance,attribute,Broker.Name,False,False,False,True,False,
data_source_3,AlphaInsurance,attribute,Claim.CompensationTotal,True,True,True,True,False,7;12;13;14
data_source_3,AlphaInsurance,attribute,ClaimCase.Status,False,False,False,False,True,
data_source_3,AlphaInsurance,attribute,ClaimCase.CompensationDecision,True,True,True,True,False,7;12;13;14
data_source_3,AlphaInsurance,attribute,Estimator.AreaOfExpertise,True,True,True,True,False,0;3;6;9;10;12;13;14
data_source_3,AlphaInsurance,attribute,CompensationPayment.PaymentDate,True,True,True,True,False,14
data_source_3,AlphaInsurance,rel_endpoint,Customer-(association)->Contract,True,True,True,True,False,1;2;3;4;5;7;13
data_source_3,AlphaInsurance,rel_endpoint,Customer-(association)->Contract (tgt),True,True,True,True,False,2;4;5;6
data_source_3,AlphaInsurance,rel_endpoint,Contract-(association)->Invoice,True,True,True,True,False,2;4;5;6
data_source_3,AlphaInsurance,rel_endpoint,Contract-(association)->Invoice (tgt),False,True,False,True,False,
data_source_3,AlphaInsurance,rel_endpoint,InsurancePolicy-(association)->Contract,True,True,True,True,False,0;1;3;4;6
data_source_3,AlphaInsurance,rel_endpoint,InsurancePolicy-(association)->Contract (tgt),True,True,True,True,False,2;4;5;6
data_source_3,AlphaInsurance,rel_endpoint,Contract-(association)->ClaimCase,True,True,True,True,False,2;4;5;6
data_source_3,AlphaInsurance,rel_endpoint,Contract-(association)->ClaimCase (tgt),True,True,True,True,False,3;7;8;9;10;11;12
data_source_3,AlphaInsurance,rel_endpoint,Customer-(association)->Claim,True,True,True,True,False,1;2;3;4;5;7;13
data_source_3,AlphaInsurance,rel_endpoint,Customer-(association)->Claim (tgt),True,True,True,True,False,7;8;11
data_source_3,AlphaInsurance,rel_endpoint,Claim-(association)->ClaimCase,True,True,True,True,False,7;8;11
data_source_3,AlphaInsurance,rel_endpoint,Claim-(association)->ClaimCase (tgt),True,True,True,True,False,3;7;8;9;10;11;12
data_source_3,AlphaInsurance,rel_endpoint,ClaimCase-(association)->CompensationPayment,True,True,True,True,False,3;7;8;9;10;11;12
data_source_3,AlphaInsurance,rel_endpoint,ClaimCase-(association)->CompensationPayment (tgt),True,True,True,True,False,7;12;13;14
data_source_3,AlphaInsurance,rel_endpoint,Estimator-(association)->ClaimCase,False,True,False,True,False,
data_source_3,AlphaInsurance,rel_endpoint,Estimator-(association)->ClaimCase (tgt),True,True,True,True,False,3;7;8;9;10;11;12
data_source_3,AlphaInsurance,rel_endpoint,"(ClaimCase, Estimator)-(association_class)->Report",True,True,True,True,False,3;7;8;9;10;11;12
data_source_3,AlphaInsurance,rel_endpoint,"(ClaimCase, Estimator)-(association_class)->Report (tgt)",False,True,False,True,False,
data_source_3,AlphaInsurance,rel_endpoint,Customer-(association)->Broker,True,True,True,True,False,1;2;3;4;5;7;13
data_source_3,AlphaInsurance,rel_endpoint,Customer-(association)->Broker (tgt),True,True,True,True,False,1;2;3
data_source_3,BankAccount,class,Bank,True,True,True,True,False,0;2;4;6
data_source_3,BankAccount,class,Branch,False,True,False,True,False,
data_source_3,BankAccount,class,Customer,True,True,True,True,False,3;5;6
data_source_3,BankAccount,class,Account,True,True,True,True,False,6;8
data_source_3,BankAccount,class,SavingsAccount,True,True,True,True,False,6;7;8
data_source_3,BankAccount,class,CheckingAccount,True,True,True,True,False,6;8
data_source_3,BankAccount,attribute,Customer.firstName,True,True,True,True,False,3
data_source_3,BankAccount,attribute,Customer.lastName,True,True,True,True,False,3
data_source_3,BankAccount,attribute,Account.accountNumber,True,True,True,True,False,2;4;6;8
data_source_3,BankAccount,attribute,Account.balance,True,True,True,True,False,8
data_source_3,BankAccount,attribute,CheckingAccount.overdraftLimit,True,True,True,True,False,9
data_source_3,BankAccount,rel_endpoint,Bank-(aggregation)->Branch,True,True,True,True,False,0;2;4;6
data_source_3,BankAccount,rel_endpoint,Bank-(aggregation)->Branch (tgt),False,True,False,True,False,
data_source_3,BankAccount,rel_endpoint,Bank-(association)->Customer,True,True,True,True,False,0;2;4;6
data_source_3,BankAccount,rel_endpoint,Bank-(association)->Customer (tgt),True,True,True,True,False,3;5;6
data_source_3,BankAccount,rel_endpoint,Customer-(directed)->Account,True,True,True,True,False,3;5;6
data_source_3,BankAccount,rel_endpoint,Customer-(directed)->Account (tgt),True,True,True,True,False,6;8
data_source_3,BankAccount,rel_endpoint,Account-(inheritance)->SavingsAccount,True,True,True,True,False,6;8
data_source_3,BankAccount,rel_endpoint,Account-(inheritance)->SavingsAccount (tgt),True,True,True,True,False,6;7;8
data_source_3,BankAccount,rel_endpoint,Account-(inheritance)->CheckingAccount,True,True,True,True,False,6;8
data_source_3,BankAccount,rel_endpoint,Account-(inheritance)->CheckingAccount (tgt),True,True,True,True,False,6;8
data_source_3,Boeing,class,AirplaneModel,True,True,True,True,False,1;5
data_source_3,Boeing,class,Airplane,True,True,True,True,False,1;5
data_source_3,Boeing,class,Acquisition,True,True,True,True,False,5
data_source_3,Boeing,class,Contract,True,True,True,True,False,3;4;6
data_source_3,Boeing,class,Employee,True,True,True,True,False,7
data_source_3,Boeing,class,Airline,True,True,True,True,False,0;3;9;10
data_source_3,Boeing,attribute,AirplaneModel.ModelId,True,True,True,True,False,5
data_source_3,Boeing,attribute,Airplane.AirPlaneId,False,False,False,True,False,
data_source_3,Boeing,attribute,Acquisition.AcquisitionId,True,True,True,True,False,5
data_source_3,Boeing,attribute,Acquisition.NegotiatedPice,True,True,True,True,False,5
data_source_3,Boeing,attribute,Acquisition.Options,True,True,True,True,False,5
data_source_3,Boeing,attribute,Acquisition.DeliveryDate,True,True,True,True,False,4;5
data_source_3,Boeing,attribute,Contract.ContractId,True,True,True,True,False,3;4;6
data_source_3,Boeing,attribute,Contract.Text,False,False,False,False,True,
data_source_3,Boeing,attribute,Employee.EmployeeId,True,True,True,True,False,7
data_source_3,Boeing,attribute,Airline.Name,False,False,False,True,False,
data_source_3,Boeing,rel_endpoint,AirplaneModel-(association)->Airplane,True,True,True,True,False,1;5
data_source_3,Boeing,rel_endpoint,AirplaneModel-(association)->Airplane (tgt),True,True,True,True,False,1;5
data_source_3,Boeing,rel_endpoint,Airplane-(association)->Acquisition,True,True,True,True,False,1;5
data_source_3,Boeing,rel_endpoint,Airplane-(association)->Acquisition (tgt),True,True,True,True,False,5
data_source_3,Boeing,rel_endpoint,Acquisition-(association)->Contract,True,True,True,True,False,5
data_source_3,Boeing,rel_endpoint,Acquisition-(association)->Contract (tgt),True,True,True,True,False,3;4;6
data_source_3,Boeing,rel_endpoint,Contract-(association)->Airline,True,True,True,True,False,3;4;6
data_source_3,Boeing,rel_endpoint,Contract-(association)->Airline (tgt),True,True,True,True,False,0;3;9;10
data_source_3,Boeing,rel_endpoint,Contract-(association)->Employee,True,True,True,True,False,3;4;6
data_source_3,Boeing,rel_endpoint,Contract-(association)->Employee (tgt),True,True,True,True,False,7
data_source_3,Boeing,rel_endpoint,Airline-(association)->Airline,True,True,True,True,False,0;3;9;10
data_source_3,Boeing,rel_endpoint,Airline-(association)->Airline (tgt),True,True,True,True,False,0;3;9;10
data_source_3,BuildingManagement,class,User,True,True,True,True,False,1;8;9;10;15;16
data_source_3,BuildingManagement,class,Administrator,True,True,True,True,False,10
data_source_3,BuildingManagement,class,WebPortal,True,True,True,True,False,0;5;8;10
data_source_3,BuildingManagement,class,Building,True,True,True,True,False,1;6
data_source_3,BuildingManagement,class,Entry,True,True,True,True,False,2;3
data_source_3,BuildingManagement,class,TextEntry,True,True,True,True,False,2;3;13
data_source_3,BuildingManagement,class,NumericEntry,True,True,True,True,False,2;3
data_source_3,BuildingManagement,class,EntryGroup,True,True,True,True,False,2;3
data_source_3,BuildingManagement,class,Comment,True,True,True,True,False,12
data_source_3,BuildingManagement,class,Image,False,True,False,True,False,
data_source_3,BuildingManagement,attribute,User.username,False,False,False,False,True,
data_source_3,BuildingManagement,attribute,User.password,True,True,True,True,False,8
data_source_3,BuildingManagement,attribute,User.email,True,True,True,True,False,8;9;11
data_source_3,BuildingManagement,attribute,Administrator.idCardNumber,True,True,True,True,False,0;1;3;6;15
data_source_3,BuildingManagement,attribute,WebPortal.versionNumber,True,True,True,True,False,0;3;6;15
data_source_3,BuildingManagement,attribute,WebPortal.url,True,True,True,True,False,0
data_source_3,BuildingManagement,attribute,Building.id,True,True,True,True,False,1;15
data_source_3,BuildingManagement,attribute,Building.label,False,False,False,False,True,
data_source_3,BuildingManagement,attribute,Building.address,True,True,True,True,False,0;1;8;9
data_source_3,BuildingManagement,attribute,Building.yearOfConstruction,True,True,True,True,False,0;1;4;6;19;20
data_source_3,BuildingManagement,attribute,Entry.name,True,True,True,True,False,1;2;7;8;9
data_source_3,BuildingManagement,attribute,Entry.public,False,False,False,False,True,
data_source_3,BuildingManagement,attribute,TextEntry.text,True,True,True,True,False,3;13
data_source_3,BuildingManagement,attribute,NumericEntry.value,False,False,False,False,True,
data_source_3,BuildingManagement,attribute,NumericEntry.unit,True,True,True,True,False,3
data_source_3,BuildingManagement,attribute,Comment.text,True,True,True,True,False,3;13
data_source_3,BuildingManagement,attribute,Image.fileName,True,True,True,True,False,1;2;7;8;9
data_source_3,BuildingManagement,enum_value,EnergyClass.A,True,True,True,True,False,0;1;2;3;6;7;8;9;13;17
data_source_3,BuildingManagement,enum_value,EnergyClass.B,True,True,True,True,False,1
data_source_3,BuildingManagement,enum_value,EnergyClass.C,True,True,True,True,False,1
data_source_3,BuildingManagement,enum_value,EnergyClass.D,True,True,True,True,False,1
data_source_3,BuildingManagement,rel_endpoint,WebPortal-(directed)->Entry,True,True,True,True,False,0;5;8;10
data_source_3,BuildingManagement,rel_endpoint,WebPortal-(directed)->Entry (tgt),True,True,True,True,False,2;3
data_source_3,BuildingManagement,rel_endpoint,WebPortal-(directed)->User,True,True,True,True,False,0;5;8;10
data_source_3,BuildingManagement,rel_endpoint,WebPortal-(directed)->User (tgt),True,True,True,True,False,1;8;9;10;15;16
data_source_3,BuildingManagement,rel_endpoint,EntryGroup-(composition)->Entry,True,True,True,True,False,2;3
data_source_3,BuildingManagement,rel_endpoint,EntryGroup-(composition)->Entry (tgt),True,True,True,True,False,2;3
data_source_3,BuildingManagement,rel_endpoint,Entry-(inheritance)->TextEntry,True,True,True,True,False,2;3
data_source_3,BuildingManagement,rel_endpoint,Entry-(inheritance)->TextEntry (tgt),True,True,True,True,False,2;3;13
data_source_3,BuildingManagement,rel_endpoint,Entry-(inheritance)->NumericEntry,True,True,True,True,False,2;3
data_source_3,BuildingManagement,rel_endpoint,Entry-(inheritance)->NumericEntry (tgt),True,True,True,True,False,2;3
data_source_3,BuildingManagement,rel_endpoint,User-(inheritance)->Administrator,True,True,True,True,False,1;8;9;10;15;16
data_source_3,BuildingManagement,rel_endpoint,User-(inheritance)->Administrator (tgt),True,True,True,True,False,10
data_source_3,BuildingManagement,rel_endpoint,User-(directed)->Building,True,True,True,True,False,1;8;9;10;15;16
data_source_3,BuildingManagement,rel_endpoint,User-(directed)->Building (tgt),True,True,True,True,False,1;6
data_source_3,BuildingManagement,rel_endpoint,User-(directed)->Building,True,True,True,True,False,1;8;9;10;15;16
data_source_3,BuildingManagement,rel_endpoint,User-(directed)->Building (tgt),True,True,True,True,False,1;6
data_source_3,BuildingManagement,rel_endpoint,Building-(directed)->Comment,True,True,True,True,False,1;6
data_source_3,BuildingManagement,rel_endpoint,Building-(directed)->Comment (tgt),True,True,True,True,False,12
data_source_3,BuildingManagement,rel_endpoint,Building-(directed)->Image,True,True,True,True,False,1;6
data_source_3,BuildingManagement,rel_endpoint,Building-(directed)->Image (tgt),False,True,False,True,False,
data_source_3,BuildingManagement,rel_endpoint,Building-(directed)->EnergyClass,True,True,True,True,False,1;6
data_source_3,BuildingManagement,rel_endpoint,Building-(directed)->EnergyClass (tgt),True,True,True,True,False,0;1;17
data_source_3,BusTransportationManagementSystem,class,BusVehicle,True,True,True,True,False,0;2;3;6;7;9;10;11;12;13;14;15;16
data_source_3,BusTransportationManagementSystem,class,Route,True,True,True,True,False,2;3;5;6;8;14;15
data_source_3,BusTransportationManagementSystem,class,RouteAssignment,True,True,True,True,False,2;3;5;6;8;14;15
data_source_3,BusTransportationManagementSystem,class,Driver,True,True,True,True,False,1;9;10;11;13;14;16
data_source_3,BusTransportationManagementSystem,class,DriverSchedule,True,True,True,True,False,1;7;9;10;11;13;14;16
data_source_3,BusTransportationManagementSystem,attribute,BusVehicle.LicencePlate,True,True,True,True,False,2;3;15
data_source_3,BusTransportationManagementSystem,attribute,BusVehicle.InRepairShop,True,True,True,True,False,4;7;10;13;16
data_source_3,BusTransportationManagementSystem,attribute,Route.Number,True,True,True,True,False,2;3;15
data_source_3,BusTransportationManagementSystem,attribute,RouteAssignment.Date,False,False,False,False,True,
data_source_3,BusTransportationManagementSystem,attribute,Driver.Name,True,True,True,True,False,1
data_source_3,BusTransportationManagementSystem,attribute,Driver.Id,True,True,True,True,False,1
data_source_3,BusTransportationManagementSystem,attribute,Driver.OnSickLeave,True,True,True,True,False,6;9;13;16
data_source_3,BusTransportationManagementSystem,attribute,DriverSchedule.Shift,True,True,True,True,False,8;9
data_source_3,BusTransportationManagementSystem,enum_value,Shift.Morning,True,True,True,True,False,8
data_source_3,BusTransportationManagementSystem,enum_value,Shift.Afternoon,True,True,True,True,False,8
data_source_3,BusTransportationManagementSystem,enum_value,Shift.Night,True,True,True,True,False,8
data_source_3,BusTransportationManagementSystem,rel_endpoint,BusVehicle-(association)->RouteAssignment,True,True,True,True,False,0;2;3;6;7;9;10;11;12;13;14;15;16
data_source_3,BusTransportationManagementSystem,rel_endpoint,BusVehicle-(association)->RouteAssignment (tgt),True,True,True,True,False,2;3;5;6;8;14;15
data_source_3,BusTransportationManagementSystem,rel_endpoint,Route-(association)->RouteAssignment,True,True,True,True,False,2;3;5;6;8;14;15
data_source_3,BusTransportationManagementSystem,rel_endpoint,Route-(association)->RouteAssignment (tgt),True,True,True,True,False,2;3;5;6;8;14;15
data_source_3,BusTransportationManagementSystem,rel_endpoint,Driver-(association)->DriverSchedule,True,True,True,True,False,1;9;10;11;13;14;16
data_source_3,BusTransportationManagementSystem,rel_endpoint,Driver-(association)->DriverSchedule (tgt),True,True,True,True,False,1;7;9;10;11;13;14;16
data_source_3,BusTransportationManagementSystem,rel_endpoint,RouteAssignment-(association)->DriverSchedule,True,True,True,True,False,2;3;5;6;8;14;15
data_source_3,BusTransportationManagementSystem,rel_endpoint,RouteAssignment-(association)->DriverSchedule (tgt),True,True,True,True,False,1;7;9;10;11;13;14;16
data_source_3,CardGameApp,class,Game,True,True,True,True,False,0;2
data_source_3,CardGameApp,class,Player,True,True,True,True,False,10
data_source_3,CardGameApp,class,Deck,True,True,True,True,False,2;3
data_source_3,CardGameApp,class,Card,True,True,True,True,False,0;4
data_source_3,CardGameApp,class,Scoreboard,False,False,False,False,True,
data_source_3,CardGameApp,class,Round,True,True,True,True,False,6;7
data_source_3,CardGameApp,class,RoundType,True,True,True,True,False,6;7;9
data_source_3,CardGameApp,class,SoloRound,True,True,True,True,False,6;7;8;9;10
data_source_3,CardGameApp,class,MandatorySolo,True,True,True,True,False,7;8;9;10
data_source_3,CardGameApp,class,DoubleRound,True,True,True,True,False,6;7
data_source_3,CardGameApp,attribute,Game.ID,True,True,True,True,False,11
data_source_3,CardGameApp,attribute,Player.ID,True,True,True,True,False,11
data_source_3,CardGameApp,attribute,Deck.ID,True,True,True,True,False,11
data_source_3,CardGameApp,attribute,Card.ID,True,True,True,True,False,11
data_source_3,CardGameApp,attribute,Card.suit,False,True,False,True,False,
data_source_3,CardGameApp,attribute,Scoreboard.ID,True,True,True,True,False,11
data_source_3,CardGameApp,attribute,Round.ID,True,True,True,True,False,11
data_source_3,CardGameApp,attribute,Round.points,False,True,False,True,False,
data_source_3,CardGameApp,attribute,RoundType.ID,True,True,True,True,False,11
data_source_3,CardGameApp,attribute,SoloRound.solo,True,True,True,True,False,7;8;9;10
data_source_3,CardGameApp,enum_value,Suit.Diamonds,True,True,True,True,False,5
data_source_3,CardGameApp,enum_value,Suit.Hearts,True,True,True,True,False,5
data_source_3,CardGameApp,enum_value,Suit.Spades,True,True,True,True,False,5
data_source_3,CardGameApp,enum_value,Suit.Clubs,True,True,True,True,False,0;5
data_source_3,CardGameApp,enum_value,Compare.Lower,True,True,True,True,False,4
data_source_3,CardGameApp,enum_value,Compare.Higher,True,True,True,True,False,4
data_source_3,CardGameApp,enum_value,Compare.Equal,True,True,True,True,False,4
data_source_3,CardGameApp,enum_value,SoloType.Trump,True,True,True,True,False,9
data_source_3,CardGameApp,enum_value,SoloType.Jacks,False,True,False,True,False,
data_source_3,CardGameApp,enum_value,SoloType.Queens,False,True,False,True,False,
data_source_3,CardGameApp,rel_endpoint,Game-(directed)->Scoreboard,True,True,True,True,False,0;2
data_source_3,CardGameApp,rel_endpoint,Game-(directed)->Scoreboard (tgt),False,False,False,False,True,
data_source_3,CardGameApp,rel_endpoint,Game-(directed)->Deck,True,True,True,True,False,0;2
data_source_3,CardGameApp,rel_endpoint,Game-(directed)->Deck (tgt),True,True,True,True,False,2;3
data_source_3,CardGameApp,rel_endpoint,Game-(directed)->Player,True,True,True,True,False,0;2
data_source_3,CardGameApp,rel_endpoint,Game-(directed)->Player (tgt),True,True,True,True,False,10
data_source_3,CardGameApp,rel_endpoint,Deck-(directed)->Card,True,True,True,True,False,2;3
data_source_3,CardGameApp,rel_endpoint,Deck-(directed)->Card (tgt),True,True,True,True,False,0;4
data_source_3,CardGameApp,rel_endpoint,Scoreboard-(directed)->Round,False,False,False,False,True,
data_source_3,CardGameApp,rel_endpoint,Scoreboard-(directed)->Round (tgt),True,True,True,True,False,6;7
data_source_3,CardGameApp,rel_endpoint,Player-(directed)->Round,True,True,True,True,False,10
data_source_3,CardGameApp,rel_endpoint,Player-(directed)->Round (tgt),True,True,True,True,False,6;7
data_source_3,CardGameApp,rel_endpoint,Player-(directed)->RoundType,True,True,True,True,False,10
data_source_3,CardGameApp,rel_endpoint,Player-(directed)->RoundType (tgt),True,True,True,True,False,6;7;9
data_source_3,CardGameApp,rel_endpoint,RoundType-(inheritance)->SoloRound,True,True,True,True,False,6;7;9
data_source_3,CardGameApp,rel_endpoint,RoundType-(inheritance)->SoloRound (tgt),True,True,True,True,False,6;7;8;9;10
data_source_3,CardGameApp,rel_endpoint,RoundType-(inheritance)->DoubleRound,True,True,True,True,False,6;7;9
data_source_3,CardGameApp,rel_endpoint,RoundType-(inheritance)->DoubleRound (tgt),True,True,True,True,False,6;7
data_source_3,CardGameApp,rel_endpoint,SoloRound-(inheritance)->MandatorySolo,True,True,True,True,False,6;7;8;9;10
data_source_3,CardGameApp,rel_endpoint,SoloRound-(inheritance)->MandatorySolo (tgt),True,True,True,True,False,7;8;9;10
data_source_3,CardGameApp,rel_endpoint,Card-(directed)->Suit,True,True,True,True,False,0;4
data_source_3,CardGameApp,rel_endpoint,Card-(directed)->Suit (tgt),False,True,False,True,False,
data_source_3,CardGameApp,rel_endpoint,Card-(directed)->Compare,True,True,True,True,False,0;4
data_source_3,CardGameApp,rel_endpoint,Card-(directed)->Compare (tgt),False,False,False,True,False,
data_source_3,CardGameApp,rel_endpoint,SoloRound-(directed)->SoloType,True,True,True,True,False,6;7;8;9;10
data_source_3,CardGameApp,rel_endpoint,SoloRound-(directed)->SoloType (tgt),True,True,True,True,False,7;8;9;10
data_source_3,CelO,class,Person,False,False,False,False,True,
data_source_3,CelO,class,PersonRole,False,False,False,True,False,
data_source_3,CelO,class,Organizer,True,True,True,True,False,3;4;5;8;9;10;13;14;16;17;18;19;20;22
data_source_3,CelO,class,Attendee,True,True,True,True,False,11;12;20;22
data_source_3,CelO,class,TaskStatus,True,True,True,True,False,13;15;16;18;19
data_source_3,CelO,class,Registration,False,False,False,False,True,
data_source_3,CelO,class,CheckListTask,True,True,True,True,False,5;7;15;16;17;18;19;21
data_source_3,CelO,class,Location,True,True,True,True,False,6;7
data_source_3,CelO,class,Event,True,True,True,True,False,2;3;5;6;9;10;12;13;14;16;17;20;21;22
data_source_3,CelO,class,EventType,True,True,True,True,False,2;3;5;6;9;10;12;13;14;16;17;20;21;22
data_source_3,CelO,attribute,Person.LastName,True,True,True,True,False,4;7;8
data_source_3,CelO,attribute,Person.FirstName,True,True,True,True,False,4;7;8
data_source_3,CelO,attribute,Person.EmailAddress,True,True,True,True,False,4;7;8;11
data_source_3,CelO,attribute,Person.Password,True,True,True,True,False,4;11
data_source_3,CelO,attribute,Organizer.Address,True,True,True,True,False,4;7;11
data_source_3,CelO,attribute,Organizer.PhoneNumber,True,True,True,True,False,4
data_source_3,CelO,attribute,TaskStatus.status,True,True,True,True,False,13
data_source_3,CelO,attribute,Registration.Status,True,True,True,True,False,13
data_source_3,CelO,attribute,CheckListTask.Description,False,False,False,False,True,
data_source_3,CelO,attribute,Location.Name,True,True,True,True,False,4;7
data_source_3,CelO,attribute,Location.Address,True,True,True,True,False,4;7;11
data_source_3,CelO,attribute,Event.Occasion,True,True,True,True,False,6
data_source_3,CelO,attribute,Event.StartTime,True,True,True,True,False,6
data_source_3,CelO,attribute,Event.EndTime,True,True,True,True,False,6
data_source_3,CelO,attribute,EventType.Name,True,True,True,True,False,4;7
data_source_3,CelO,enum_value,AttendeeStatus.Yes,False,False,False,False,True,
data_source_3,CelO,enum_value,AttendeeStatus.Maybe,True,True,True,True,False,12;13
data_source_3,CelO,enum_value,AttendeeStatus.No,False,False,False,False,True,
data_source_3,CelO,enum_value,AttendeeStatus.NoResponse,False,False,False,True,False,
data_source_3,CelO,enum_value,CompletionStatus.ToBeDone,True,True,True,True,False,0;2;5;6;7;13;14;15;16;17;18;19;20;21;22
data_source_3,CelO,enum_value,CompletionStatus.Done,True,True,True,True,False,16
data_source_3,CelO,enum_value,CompletionStatus.NotApplicable,True,True,True,True,False,9;11;13;16
data_source_3,CelO,enum_value,CompletionStatus.Attendee,True,True,True,True,False,11;12;20;22
data_source_3,CelO,rel_endpoint,PersonRole-(inheritance)->Organizer,False,False,False,True,False,
data_source_3,CelO,rel_endpoint,PersonRole-(inheritance)->Organizer (tgt),True,True,True,True,False,3;4;5;8;9;10;13;14;16;17;18;19;20;22
data_source_3,CelO,rel_endpoint,PersonRole-(inheritance)->Attendee,False,False,False,True,False,
data_source_3,CelO,rel_endpoint,PersonRole-(inheritance)->Attendee (tgt),True,True,True,True,False,11;12;20;22
data_source_3,CelO,rel_endpoint,Person-(association)->PersonRole,False,False,False,False,True,
data_source_3,CelO,rel_endpoint,Person-(association)->PersonRole (tgt),False,False,False,True,False,
data_source_3,CelO,rel_endpoint,Organizer-(association)->Event,True,True,True,True,False,3;4;5;8;9;10;13;14;16;17;18;19;20;22
data_source_3,CelO,rel_endpoint,Organizer-(association)->Event (tgt),True,True,True,True,False,2;3;5;6;9;10;12;13;14;16;17;20;21;22
data_source_3,CelO,rel_endpoint,Attendee-(association)->TaskStatus,True,True,True,True,False,11;12;20;22
data_source_3,CelO,rel_endpoint,Attendee-(association)->TaskStatus (tgt),True,True,True,True,False,13;15;16;18;19
data_source_3,CelO,rel_endpoint,Attendee-(association)->Event,True,True,True,True,False,11;12;20;22
data_source_3,CelO,rel_endpoint,Attendee-(association)->Event (tgt),True,True,True,True,False,2;3;5;6;9;10;12;13;14;16;17;20;21;22
data_source_3,CelO,rel_endpoint,Event-(association)->CheckListTask,True,True,True,True,False,2;3;5;6;9;10;12;13;14;16;17;20;21;22
data_source_3,CelO,rel_endpoint,Event-(association)->CheckListTask (tgt),True,True,True,True,False,5;7;15;16;17;18;19;21
data_source_3,CelO,rel_endpoint,"(Event, CheckListTask)-(association_class)->TaskStatus",True,True,True,True,False,2;3;5;6;7;9;10;12;13;14;15;16;17;18;19;20;21;22
data_source_3,CelO,rel_endpoint,"(Event, CheckListTask)-(association_class)->TaskStatus (tgt)",True,True,True,True,False,13;15;16;18;19
data_source_3,CelO,rel_endpoint,Location-(association)->Event,True,True,True,True,False,6;7
data_source_3,CelO,rel_endpoint,Location-(association)->Event (tgt),True,True,True,True,False,2;3;5;6;9;10;12;13;14;16;17;20;21;22
data_source_3,CelO,rel_endpoint,EventType-(association)->Event,True,True,True,True,False,2;3;5;6;9;10;12;13;14;16;17;20;21;22
data_source_3,CelO,rel_endpoint,EventType-(association)->Event (tgt),True,True,True,True,False,2;3;5;6;9;10;12;13;14;16;17;20;21;22
data_source_3,CelO,rel_endpoint,EventType-(association)->CheckListTask,True,True,True,True,False,2;3;5;6;9;10;12;13;14;16;17;20;21;22
data_source_3,CelO,rel_endpoint,EventType-(association)->CheckListTask (tgt),True,True,True,True,False,5;7;15;16;17;18;19;21
data_source_3,ClothingCompany,class,Order,True,True,True,True,False,5;11;12
data_source_3,ClothingCompany,class,Category,False,False,False,False,True,
data_source_3,ClothingCompany,class,Product,True,True,True,True,False,4;6;11
data_source_3,ClothingCompany,class,Representative,True,True,True,True,False,8
data_source_3,ClothingCompany,class,Manufacturer,False,False,False,False,True,
data_source_3,ClothingCompany,class,Country,True,True,True,True,False,4;5;6;8
data_source_3,ClothingCompany,class,Customer,True,True,True,True,False,2;9
data_source_3,ClothingCompany,attribute,Order.OrderNumber,True,True,True,True,False,5;9;11;12
